Closer To The Heart|Rush|E Standard|E Standard|E Standard
Freewill|Rush|E Standard|E Standard|E Standard
Subdivisions|Rush|E Standard|X|E Standard
YYZ|Rush|E Standard|X|E Standard
Tom Sawyer|Rush|E Standard|X|E Standard
Headlong Flight|Rush|E Standard|X|E Standard
Smooth|Santana|E Standard|X|E Standard
Black Magic Woman|Santana|E Standard|X|E Standard
Oye Como Va|Santana|E Standard|X|E Standard
Rotten Apple|Screaming Females|E Standard|E Standard|E Standard
Closing Time|Semisonic|E Standard|E Standard|E Standard
If It Makes You Happy|Sheryl Crow|E Standard|E Standard|E Standard
My Favorite Mistake|Sheryl Crow|E Standard|E Standard|E Standard
Soak Up The Sun|Sheryl Crow|E Standard|E Standard (Capo Required)|E Standard
Second Chance|Shinedown|E Standard|E Standard (Capo Required)|E Standard
Simple Man|Shinedown|E Standard|E Standard|E Standard
45|Shinedown|E Standard|E Standard|E Standard
Venus|Shocking Blue|E Standard|E Standard|E standard
Gobbledigook|Sigur R's|E Standard|E Standard|E Standard
Tomorrow|Silverchair|E Standard|E Standard|E Standard
Panic Switch|Silversun Pickups|E Standard|X|E Standard
Don't You (Forget About Me)|Simple Minds|E Standard|E Standard|E Standard
Youth Gone Wild|Skid Row|E Standard|E Standard|Drop D
I Remember You|Skid Row|E Standard|E Standard|E Standard
Monkey Business|Skid Row|E Standard|E Standard|E Standard
18 and Life|Skid Row|E Standard|E Standard|E Standard
Back From Cali|Slash featuring Myles Kennedy|E Standard|E Standard|E Standard
Fell On Black Days|Soundgarden|E Standard|E Standard|E Standard
Two Princes|Spin Doctors|E Standard|E Standard|E Standard
Little Miss Can't Be Wrong|Spin Doctors|E Standard|E Standard|E Standard
Gimme Some Money|Spinal Tap|E Standard|E Standard|E Standard
Big Bottom|Spinal Tap|E Standard|E Standard|E Standard
Stonehenge|Spinal Tap|E Standard|E Standard|E Standard
Tonight I'm Gonna Rock You Tonight|Spinal Tap|E Standard|E Standard|E Standard
Sex Farm|Spinal Tap|E Standard|E Standard|E Standard
All I Wanna Do|Splashh|E Standard|E Standard|E Standard
Me and The Bean|Spoon|E Standard|E Standard|E Standard
Magic Carpet Ride|Steppenwolf|E Standard|E Standard|E Standard
Born to Be Wild|Steppenwolf|E Standard|X|E Standard
For The Love of God|Steve Vai|E Standard|E Standard|E Standard
Higher Love|Steve Winwood|E Standard|E Standard|E Standard
Sir Duke|Stevie Wonder|E Standard|E Standard|E Standard
Alternative Ulster|Stiff Little Fingers|E Standard|E Standard|E Standard
Plush|Stone Temple Pilots|E Standard|E Standard|E Standard
Wicked Garden|Stone Temple Pilots|E Standard|E Standard|E Standard
Interstate Love Song|Stone Temple Pilots|E Standard|E Standard|E Standard
Sex Type Thing|Stone Temple Pilots|E Standard|E Standard|E Standard
Creep|Stone Temple Pilots|E Standard|E Standard|E Standard
Vasoline|Stone Temple Pilots|E Standard|E Standard|E Standard
Big Empty|Stone Temple Pilots|E Standard|E Standard|E Standard
Blue Collar Man (Long Nights)|Styx|E Standard|E Standard|E Standard
Renegade|Styx|E Standard|E Standard|E Standard
Wrong Way|Sublime|E Standard|E Standard|E Standard
Santeria|Sublime|E Standard|E Standard|E Standard
Smoke Two Joints|Sublime|E Standard|E Standard|Drop D
Caress Me Down|Sublime|E Standard|E Standard|E Standard
What I Got|Sublime|E Standard|E Standard|E Standard
Badfish|Sublime|E Standard|E Standard|Drop D
In Too Deep|Sum 41|E Standard|E Standard|E Standard
Still Waiting|Sum 41|E Standard|E Standard|E Standard
The Hell Song|Sum 41|E Standard|E Standard|E Standard
Alright|Supergrass|E Standard|E Standard|E Standard
Burning Heart|Survivor|E Standard|E Standard|E Standard
Eye of the Tiger|Survivor|E Standard|E Standard|E Standard
Ballroom Blitz|Sweet|E Standard|E Standard|E Standard
Mean Bitch|Taddy Porter|E Standard|E Standard|E Standard
Go Further|Tak Matsumoto|E Standard|E Standard|E Standard
Everybody Wants To Rule The World|Tears For Fears|E Standard|Drop D|Drop D
Stranglehold|Ted Nugent|E Standard|E Standard|E Standard
Tribute|Tenacious D|E Standard|E Standard|E Standard
Master Exploder|Tenacious D|E Standard|E Standard|E Standard
Love Song|Tesla|E Standard|E Standard|E Standard
Modern Day Cowboy|Tesla|E Standard|E Standard|E Standard
Gives You Hell|The All-American Rejects|E Standard|E Standard|E Standard
Dirty Little Secret|The All-American Rejects|E Standard|E Standard (Capo Required)|E Standard
Jessica|The Allman Brothers Band|E Standard|X|E Standard
Southbound|The Allman Brothers Band|E Standard|X|E Standard
Whipping Post|The Allman Brothers Band|E Standard|E Standard|E Standard
House of the Rising Sun|The Animals|E Standard|X|E Standard
Surfin' U.S.A.|The Beach Boys|E Standard|E Standard|E Standard
Next Girl|The Black Keys|E Standard|X|E Standard
Howlin' For You|The Black Keys|E Standard|E Standard|E Standard
Mind Eraser|The Black Keys|E Standard|E Standard|E Standard
thickfreakness|The Black Keys|E Standard|E Standard|E Standard
I Got Mine|The Black Keys|E Standard|X|E Standard
Just Got To Be|The Black Keys|E Standard|E Standard (Capo Required)|X
Tighten Up|The Black Keys|E Standard|E Standard|E Standard
Lonely Boy|The Black Keys|E Standard|E Standard|E Standard
Your Touch|The Black Keys|E Standard|E Standard|E Standard
Soul Man|The Blues Brothers|E Standard|E Standard|E Standard
Step Out of the Car|The Boxer Rebellion|E Standard|X|E Standard
Wherever You WIll Go|The Calling|E Standard |E Standard (Capo Required)|E Standard
You're All I've Got Tonight|The Cars|E Standard|E Standard|E Standard
My Best Friend's Girl|The Cars|E Standard|E Standard|E Standard
Let's Go|The Cars|E Standard|E Standard|E Standard
Good Times Roll|The Cars|E Standard|E Standard|E Standard
Just What I Needed|The Cars|E Standard|E Standard|E Standard
Bye Bye Love|The Cars|E Standard|E Standard|E Standard
Tequila|The Champs|E Standard|E Standard|E Standard
Pipeline|The Chantays|E Standard|E Standard|E Standard
Guns of Brixton|The Clash|E Standard|E Standard|E Standard
I Fought The Law|The Clash|E Standard|E Standard|E Standard
London Calling|The Clash|E Standard|E Standard|E Standard
Zombie|The Cranberries|E Standard|E Standard|E Standard
We Share the Same Skies|The Cribs|E Standard|E Standard|E Standard
Lovesong|The Cure|E Standard|E Standard|E Standard
Boys Don't Cry|The Cure|E Standard|E Standard|E Standard
Just Like Heaven|The Cure|E Standard|E Standard|E Standard
I Believe In A Thing Called Love|The Darkness|E Standard|E Standard|E Standard
I Can't Hear You|The Dead Weather|E Standard|X|E Standard
Stuck on a Wire Out on a Fence|The Dear Hunter|E Standard|E Standard|E Standard
Take It Off|The Donnas|E Standard|E Standard|E Standard
China Grove|The Doobie Brothers|E Standard|E Standard|E Standard
Roadhouse Blues|The Doors'|E Standard|X|E Standard
Riders on the Storm|The Doors|E Standard|X|E Standard
L.A. Woman|The Doors|E Standard|E Standard|E Standard
Break On Through (To the Other Side)|The Doors|E Standard|E Standard|E Standard
Frankenstein|The Edgar Winter Group|E Standard|E Standard|E Standard
F.C.P.R.E.M.I.X.|The Fall of Troy|E Standard|E Standard|E Standard
She Don't Use Jelly|The Flaming Lips|E Standard|E Standard|E Standard
Chelsea Dagger|The Fratellis|E Standard|E Standard|E Standard
How To Save A Life|The Fray|E Standard|E Standard (Capo Required)|E Standard
American Woman|The Guess Who|E Standard|E Standard|E Standard
Hate to Say I Told You So|The Hives|E Standard|E Standard|E Standard
Do You Remember|The Horrors|E Standard|E Standard|E Standard
Spaceman|The Killers|E Standard|E Standard|E Standard
My Sharona|The Knack|E Standard|E Standard|E Standard
Don't Look Back into the Sun|The Libertines|E Standard|E Standard|E Standard
Can't Stand Me Now|The Libertines|E Standard|E Standard|E Standard
What Katie Did|The Libertines|E Standard|E Standard|E Standard
Surf Rider|The Lively Ones|E Standard|E Standard|E Standard
Ho Hey|The Lumineers|E Standard|E Standard|E Standard
California Dreamin'|The Mamas & The Papas|E Standard|E Standard|E Standard
Valleri|The Monkees|E Standard|E Standard|E Standard
Last Train to Clarksville|The Monkees|E Standard|E Standard|E Standard
Pleasant Valley Sunday|The Monkees|E Standard|E Standard|E Standard
Back to the Future|The Notetrackers|E Standard|E Standard|E Standard
Batman ' Theme|The Notetrackers|E Standard|E Standard|E Standard
Superman ' Main Title|The Notetrackers|E Standard|E Standard|E Standard
Jurassic Park ' Theme|The Notetrackers|E Standard|Drop D|Drop D
The Kids Aren't Alright|The Offspring|E Standard|E Standard|E Standard
Self Esteem|The Offspring|E Standard|E Standard|E Standard
Pretty Fly (For a White Guy)|The Offspring|E Standard|E Standard|E Standard
Come Out and Play (Keep 'Em Separated)|The Offspring|E Standard|E Standard|E Standard
Want You Bad|The Offspring|E Standard|E Standard|E Standard
You're Gonna Go Far, Kid|The Offspring|E Standard|E Standard|E Standard
All I Want|The Offspring|E Standard|E Standard|E Standard
Gone Away|The Offspring|E Standard|E Standard|E Standard
Every Breath You Take|The Police|E Standard|E Standard|E Standard
Message In a Bottle|The Police|E Standard|E Standard|E Standard
Synchronicity II|The Police|E Standard|X|E Standard
Heaven Knows|The Pretty Reckless|E Standard|E Standard|E Standard
Penetration|The Pyramids|E Standard|E Standard|E Standard
Paint It, Black|The Rolling Stones|E Standard|E Standard|E Standard
The Spider and the Fly|The Rolling Stones|E Standard|E Standard|E Standard
(I Can't Get No) Satisfaction|The Rolling Stones|E Standard|E Standard|E Standard
Play With Fire|The Rolling Stones|E Standard|X|X
Cherry Bomb|The Runaways|E Standard|E Standard|E Standard
Caring is Creepy|The Shins|E Standard|E Standard|E Standard
For A Fool|The Shins|E Standard|E Standard|E Standard
Today|The Smashing Pumpkins|E Standard|E Standard|E Standard
Cherub Rock|The Smashing Pumpkins|E Standard|E Standard|E Standard
I Wanna Be Adored|The Stone Roses|E Standard|E Standard|E Standard
She Bangs the Drums|The Stone Roses|E Standard|E Standard|E Standard
Juicebox|The Strokes|E Standard|E Standard|E Standard
Taken For A Fool|The Strokes|E Standard|E Standard|Drop D
12:51|The Strokes|E Standard|E Standard|E Standard
Reptilia|The Strokes|E Standard|E Standard|E Standard
Under Cover of Darkness|The Strokes|E Standard|E Standard|E Standard
Someday|The Strokes|E Standard|E Standard|E Standard
Last Nite|The Strokes|E Standard|E Standard|E Standard
You Only Live Once|The Strokes|E Standard|E Standard|E Standard
Wipe Out|The Surfaris|E Standard|E Standard|E Standard
My Girl|The Temptations|E Standard|E Standard|E Standard
Walk Don't Run|The Ventures|E Standard|E Standard|E Standard
Becoming a Jackal|The Villagers|E Standard|E Standard|E Standard
Get Free|The Vines|E Standard|E Standard|Drop D
You Don't Know What Love Is (You Just Do as You're Told)|The White Stripes|E Standard|E Standard|X
The Hardest Button To Button|The White Stripes|E Standard|E Standard|E Standard
Blue Orchid|The White Stripes|E Standard|E Standard|X
Fell In Love With A Girl|The White Stripes|E Standard|E Standard|E Standard
Icky Thump|The White Stripes|E Standard|X|X
My Generation|The Who|E Standard|E Standard|E Standard
Who Are You|The Who|E Standard|E Standard|E Standard
The Seeker|The Who|E Standard|E Standard|E Standard
Pinball Wizard|The Who|E Standard|E Standard|E Standard
Islands|The xx|E Standard|X|E Standard
Chimney|The Yellow Moon Band|E Standard|E Standard|E Standard
Mind Eraser, No Chaser|Them Crooked Vultures|E Standard|E Standard|E Standard
Dancing In The Moonlight (It's Caught Me In Its Spotlight)|Thin Lizzy|E Standard|E Standard|E Standard
Semi-Charmed Life|Third Eye Blind|E Standard|E Standard|E Standard
Never Let You Go|Third Eye Blind|E Standard|E Standard|E Standard
How's It Going To Be|Third Eye Blind|E Standard|E Standard|E Standard
Jumper|Third Eye Blind|E Standard|E Standard|E Standard
The Kill|Thirty Seconds To Mars|E Standard|E Standard|E Standard
A More Perfect Union|Titus Andronicus|E Standard|E Standard|E Standard
Possum Kingdom|Toadies|E Standard|E Standard|E Standard
Life is a Highway|Tom Cochrane|E Standard|E Standard|E Standard
Mary Jane's Last Dance|Tom Petty and the Heartbreakers|E Standard|E Standard|E Standard
Good Enough|Tom Petty and the Heartbreakers|E Standard|E Standard|E Standard
American Girl|Tom Petty and the Heartbreakers|E Standard|E Standard|E Standard
Refugee|Tom Petty and the Heartbreakers|E Standard|E Standard|E Standard
Learning To Fly|Tom Petty and the Heartbreakers|E Standard|E Standard|E Standard
Free Fallin|Tom Petty|E Standard|E Standard (Capo Required)|E Standard
867-5309/Jenny|Tommy Tutone|E Standard|E Standard|E Standard
Hold The Line|Toto|E Standard|E Standard|E Standard
Rosanna|Toto|E Standard|E Standard|E Standard
Drops of Jupiter|Train|E Standard|E Standard|E Standard
I Wanna Rock|Twisted Sister|E Standard|E Standard|E Standard
We're Not Gonna Take It|Twisted Sister|E Standard|E Standard|E Standard
Where The Streets Have No Name|U2|E Standard|E Standard|E Standard
With Or Without You|U2|E Standard|E Standard|E Standard
Vertigo|U2|E Standard|E Standard|E Standard
Beautiful Day|U2|E Standard|E Standard|E Standard
Rocksmith 2012 Theme|Ubisoft|E Standard|X|E Standard
Cousins|Vampire Weekend|E Standard|E Standard|E Standard
Impossible Dreams|Versus Them|E Standard|X|E Standard
Six AM Salvation|Versus Them|E Standard|E Standard|E Standard
Shut Up and Dance|WALK THE MOON|E Standard|E Standard|E Standard
Cherry Pie|Warrant|E Standard|E Standard|E Standard
Hash Pipe|Weezer|E Standard|E Standard|E Standard
Island in the Sun|Weezer|E Standard|E Standard|E Standard
Burnished|White Denim|E Standard|E Standard|E Standard
Black Sunshine|White Zombie|E Standard|E Standard|E Standard
ThunderKiss '65|White Zombie|E Standard|E Standard|E Standard
Is This Love|Whitesnake|E Standard|E Standard|E Standard
Play That Funky Music|Wild Cherry|E Standard|E Standard|E Standard
On The Road Again|Willie Nelson|E Standard|E Standard|E Standard
Symphony No. 40|Wolfgang Amadeus Mozart|E Standard|E Standard|E Standard
Rondo Alla Turca|Wolfgang Amadeus Mozart|E Standard|E Standard|E Standard
Woman|Wolfmother|E Standard|E Standard|E Standard
Los Angeles|X|E Standard|E Standard|E Standard
Roundabout|Yes|E Standard|E Standard|E Standard
Owner of a Lonely Heart|Yes|E Standard|E Standard|E Standard
I've Seen All Good People|Yes|E Standard|E Standard|E Standard
Starship Trooper|Yes|E Standard|E Standard|E Standard
Heart Of The Sunrise|Yes|E Standard|E Standard|E Standard
Light My Fire|The Doors|E Standard (A425)|E Standard (A425)|E Standard (A425)
Castles Made Of Sand|Jimi Hendrix|E Standard (A428)|E Standard (A428)|E Standard (A428)
Heaven's On Fire|Kiss|E Standard (A431)|E Standard (A431)|E Standard (A431)
Cemetery Gates|Pantera|E Standard (A434)|E Standard (A434)|E Standard (A434)
Champagne Supernova|Oasis|E Standard (A443)|E Standard (A443)|E Standard (A443)
20th Century Boy|T. Rex|E Standard (A443)|E Standard (A443)|E Standard (A443)
Dream On|Aerosmith|E Standard (A444)|E Standard (A444)|E Standard (A444)
Ultra Soul|B'z|E Standard (A444)|E Standard (A444)|E Standard (A444)
The End of the World|The Cure|E Standard (A445)|E Standard (A445)|Drop D (A445)
People Are Strange|The Doors|E Standard (A445)|E Standard (A445)|E Standard (A445)
Balls To The Wall|Accept|E Standard (A446)|E Standard (A446)|E Standard (A446)
Spoonful|Howlin' Wolf|E Standard (A446)|E Standard (A446)|E Standard (A446)
Rock and Roll, Hoochie Koo|Rick Derringer|E Standard (A446)|E Standard (A446)|E Standard (A446)
Love Me Two Times|The Doors|E Standard (A446)|E Standard (A446)|E Standard (A446)
No More Mr. Nice Guy|Alice Cooper|E Standard (A447)|E Standard (A447)|E Standard (A447)
Machinehead|Bush|E Standard (A447)|E Standard (A447)|E Standard (A447)
Behind Blue Eyes|The Who|E Standard (A447)|E Standard (A447)|E Standard (A447)
Live Forever|Oasis|E Standard (A449)|E Standard (A449)|E Standard (A449)
Some Might Say|Oasis|E Standard (A450)|E Standard (A450)|E Standard (A450)
Don't Look Back In Anger|Oasis|E Standard (A451)|E Standard (A451)|E Standard (A451)
Baba O'Riley|The Who|E Standard (A454)|X|E Standard (A454)
Friday I'm In Love|The Cure|E Standard (A456)|E Standard (A456)|Drop D (A456)
You Really Got Me|The Kinks|E Standard (A461)|E Standard (A461)|E Standard (A461)
Sunday Mornin' Comin' Down|Johnny Cash|E Standard (Capo Required)|E Standard (Capo Required)|E Standard
Give My Love To Rose|Johnny Cash|E Standard (Capo Required)|E Standard (Capo Required)|E Standard
Stay (I Missed You)|Lisa Loeb|E Standard (Capo Required)|E Standard (Capo Required)|E Standard
I Will Wait|Mumford & Sons|E Standard (Capo Required)|Custom Tuning (Open Db/C#)|E Standard
Don't Know Why|Norah Jones|E Standard (Capo Required)|E Standard|E Standard
Sunrise|Norah Jones|E Standard (Capo Required)|E Standard (Capo Required)|E Standard
No Surprises|Radiohead|E Standard (Capo Required)|E Standard (Capo Required)|E Standard
Jet Airliner|Steve Miller Band|E Standard (Capo Required)|E Standard (Capo Required)|E Standard
Be Yourself|Audioslave|E Standard (Capo Required)|E Standard (Capo Required)|E Standard
I Miss You|blink-182|E Standard (Capo Required)|E Standard (Capo Required)|E Standard (Capo Required)
Feel The Pain|Dinosaur Jr.|E Standard (Capo Required)|E Standard (Capo Required)|E Standard
Hallelujah|Jeff Buckley|E Standard (Capo Required)|E Standard|E Standard
Time In A Bottle|Jim Croce|E Standard (Capo Required)|E Standard|E Standard
The Gambler|Kenny Rogers|E Standard (Capo Required)|E Standard (Capo Required)|E Standard
3AM|Matchbox Twenty|E Standard (Capo Required)|E Standard (Capo Required)|E Standard (Capo Required)
Wonderwall|Oasis|E Standard (Capo Required)|E Standard (Capo Required)|E Standard
Let Her Go|Passenger|E Standard (Capo Required)|E Standard|E Standard
Fall Back Down|Rancid|E Standard (Capo Required)|E Standard (Capo Required)|E Standard
Kiss Me|Sixpence None The Richer|E Standard (Capo Required)|E Standard (Capo Required)|E Standard
If You Could Only See|Tonic|E Standard (Capo Required)|E Standard (Capo Required)|Eb Standard
Misery Business|Paramore|Eb Drop Db|Eb Drop Db|C# Standard
crushcrushcrush|Paramore|Eb Drop Db|Eb Drop Db|C# Standard
Built To Fall|Trivium|Eb Drop Db|Eb Drop Db|Eb Drop Db
In Waves|Trivium|Eb Drop Db|Eb Drop Db|Eb Drop Db
Strife|Trivium|Eb Drop Db|Eb Drop Db|Eb Drop Db
It's Complicated|A Day To Remember|Eb Drop Db|Eb Drop Db|Eb Drop Db
Stone|Alice In Chains|Eb Drop Db|Eb Drop Db|Eb Drop Db
Hollow|Alice In Chains|Eb Drop Db|Eb Drop Db|Eb Drop Db
Them Bones|Alice In Chains|Eb Drop Db|Eb Drop Db|Eb Drop Db
Somewhere in Neverland|All Time Low|Eb Drop Db|Eb Drop Db|Eb Standard
Black Chandelier|Biffy Clyro|Eb Drop Db|Eb Drop Db|Eb Drop Db
Mountains|Biffy Clyro|Eb Drop Db|Eb Drop Db|Eb Drop Db
Many Of Horror|Biffy Clyro|Eb Drop Db|Eb Drop Db|Eb Drop Db
In The End|Black Veil Brides|Eb Drop Db|Eb Drop Db|Eb Drop Db
Polyamorous|Breaking Benjamin|Eb Drop Db|Eb Drop Db|Eb Drop Db
Shine|Collective Soul|Eb Drop Db|Eb Standard|Eb Drop Db
Legend of The Spaceborne Killer|Crobot|Eb Drop Db|Eb Drop Db|Eb Drop Db
My Own Summer (Shove It)|Deftones|Eb Drop Db|Eb Drop Db|Eb Drop Db
Be Quiet And Drive (Far Away)|Deftones|Eb Drop Db|Eb Drop Db|Eb Drop Db
Ten Thousand Fists|Disturbed|Eb Drop Db|Eb Drop Db|Eb Drop Db
Voices|Disturbed|Eb Drop Db|X|Eb Drop Db
Down with the Sickness|Disturbed|Eb Drop Db|Eb Drop Db|Eb Drop Db
Lifestyles Of The Rich And Famous|Good Charlotte|Eb Drop Db|Eb Drop Db|Eb Drop Db
Bad Romance|Halestorm|Eb Drop Db|Eb Drop Db|Eb Drop Db
Yasashiku Naritai|Kazuyoshi Saito|Eb Drop Db|Eb Standard|E Standard
Ghost Walking|Lamb of God|Eb Drop Db|Eb Drop Db|Eb Drop Db
One Step Closer|Linkin Park|Eb Drop Db|Eb Drop Db|Eb Drop Db
In the End|Linkin Park|Eb Drop Db|Eb Drop Db|Eb Drop Db
Numb|Linkin Park|Eb Drop Db|Eb Drop Db|Eb Drop Db
Heart Shaped Box|Nirvana|Eb Drop Db|Eb Drop Db|Eb Drop Db
NO SCARED|ONE OK ROCK|Eb Drop Db|Eb Drop Db|Eb Drop Db
Liar|ONE OK ROCK|Eb Drop Db|Eb Drop Db|Eb Drop Db
Scars|Papa Roach|Eb Drop Db|Eb Drop Db|Eb Drop Db
When Worlds Collide|Powerman 5000|Eb Drop Db|Eb Drop Db|Eb Drop Db
Remedy|Seether|Eb Drop Db|Eb Drop Db|Eb Drop Db
Bully|Shinedown|Eb Drop Db|Eb Drop Db|Eb Drop Db
Hero|Skillet|Eb Drop Db|Eb Drop Db|Eb Drop Db
It's Been Awhile|Staind|Eb Drop Db|Eb Standard|Eb Standard
Outside|Staind|Eb Drop Db|Eb Standard|C# Standard
Hypnotize|System of a Down|Eb Drop Db|Eb Drop Db|Eb Drop Db
B.Y.O.B.|System of a Down|Eb Drop Db|X|Eb Drop Db
Peaches|The Presidents of The United States of America|Eb Drop Db|Eb Drop Db|Eb Drop Db
Just Like You|Three Days Grace|Eb Drop Db|Eb Drop Db|Eb Drop Db
Deadbolt|Thrice|Eb Drop Db|Eb Drop Db|Eb Drop Db
When I Come Around|Green Day|Eb Standard|Eb Standard|Eb Standard
Welcome To Paradise|Green Day|Eb Standard|Eb Standard|Eb Standard
A Case of You|Joni Mitchell|Eb Standard|E Standard (Capo Required)|E Standard
Both Sides, Now|Joni Mitchell|Eb Standard|Open D (Capo Required)|E Standard
Immortal Rites|Morbid Angel|Eb Standard|Eb Standard|Eb Standard
Fallen Angel|Poison|Eb Standard|Eb Standard|Eb Standard
You're Still The One|Shania Twain|Eb Standard|Capo Required (E Standard)|E Standard
Bother|Stone Sour|Eb Standard|Eb Standard|Eb Standard
Here Without You|3 Doors Down|Eb Standard|Eb Standard|E Standard
Miss Murder|AFI|Eb Standard|Eb Standard|Eb Standard
Silver and Cold|AFI|Eb Standard|Eb Standard|Eb Standard
Girl's Not Grey|AFI|Eb Standard|Eb Standard|Eb Standard
Don't Wanna Fight|Alabama Shakes|Eb Standard|Eb Standard|Eb Standard
Man in the Box|Alice In Chains|Eb Standard|Eb Standard|Eb Standard
Check My Brain|Alice In Chains|Eb Standard|Eb Standard|Eb Drop Db
Would?|Alice In Chains|Eb Standard|Eb Standard|Eb Standard
Down In A Hole|Alice in Chains|Eb Standard|Eb Standard|Eb Drop Db
Heaven Beside You|Alice in Chains|Eb Standard|Eb Standard|Eb Standard
No Excuses|Alice in Chains|Eb Standard|Eb Standard|Eb Standard
Nutshell|Alice in Chains|Eb Standard|Eb Standard|Eb Standard
Rooster|Alice in Chains|Eb Standard|Eb Standard|Eb Standard
Blackbird|Alter Bridge|Eb Standard|Eb Drop Db|Eb Drop Db
Turn Up the Radio|Autograph|Eb Standard|Eb Standard|Eb Standard
No Sleep Till Brooklyn|Beastie Boys|Eb Standard|Eb Standard|Eb Standard
Fight For Your Right|Beastie Boys|Eb Standard|Eb Standard|Eb Standard
Bubbles|Biffy Clyro|Eb Standard|Eb Standard|Eb Standard
Stillborn|Black Label Society|Eb Standard|Eb Standard|Eb Standard
Okay I Believe You, But My Tommy Gun Don't|Brand New|Eb Standard|Eb Standard|Eb Drop Db
The Quiet Things That No One Ever Knows|Brand New|Eb Standard|EB Standard|Eb Standard
Sic Transit Gloria'Glory Fades|Brand New|Eb Standard|Eb Standard|Eb Standard
Heavy|Collective Soul|Eb Standard|Eb Standard|Eb Standard
Fly on The Wall|Crobot|Eb Standard|Eb Standard|Eb Standard
Nowhere to Hide|Crobot|Eb Standard|Eb Standard|Eb Standard
Asylum|Disturbed|Eb Standard|Eb Standard|Eb Standard
More Than Words|Extreme|Eb Standard|Eb Standard|Eb Standard
Play With Me|Extreme|Eb Standard|Eb Standard|Eb Standard
Hemorrhage (In My Hands)|Fuel|Eb Standard|Eb Standard|Eb Standard
Earphone|Golden Bomber|Eb Standard|Eb Standard|Eb Standard
The River|Good Charlotte|Eb Standard|Eb Standard|Eb Standard
The Anthem|Good Charlotte|Eb Standard|Eb Drop Db|Eb Standard
Girls & Boys|Good Charlotte|Eb Standard|Eb Standard|Eb Standard
I Just Wanna Live|Good Charlotte|Eb Standard|Eb Standard|Eb Standard
Longview|Green Day|Eb Standard|Eb Standard|Eb Standard
Basket Case|Green Day|Eb Standard|Eb Standard|Eb Standard
Demons|Imagine Dragons|Eb Standard|Eb Standard|Eb Standard
Just Because|Jane's Addiction|Eb Standard|Eb Standard|Eb Standard
Freedom|Jimi Hendrix|Eb Standard|Eb Standard|Eb Standard
Red House|Jimi Hendrix|Eb Standard|Eb Standard|X
Bold As Love|Jimi Hendrix|Eb Standard|Eb Standard|Eb Standard
Little Wing|Jimi Hendrix|Eb Standard|Eb Standard|Eb Standard
Danger Zone|Kenny Loggins|Eb Standard|Eb Standard|E Standard
Detroit Rock City|Kiss|Eb Standard|Eb Standard|Eb Standard
Love Gun|Kiss|Eb Standard|Eb Standard|Eb Standard
Strutter|Kiss|Eb Standard|Eb Standard|Eb Standard
Rock and Roll All Nite|Kiss|Eb Standard|Eb Standard|Eb Standard
God Of Thunder|Kiss|Eb Standard|Eb Standard|Eb Standard
All Over You|LIve|Eb Standard|Eb Standard|Eb Standard
Selling The Drama|LIve|Eb Standard|Eb Standard|Eb Standard
The Dolphin's Cry|LIve|Eb Standard|Eb Standard|Eb Standard
I Alone|LIve|Eb Standard|Eb Standard|Eb Standard
Lightning Crashes|LIve|Eb Standard|Eb Standard|Eb Standard
Simple Man|Lynyrd Skynyrd|Eb Standard|Eb Standard|Eb Standard
Push|Matchbox Twenty|Eb Standard|Eb Standard|Eb Standard
A Tout Le Monde|Megadeth|Eb Standard|Eb Standard|Eb Standard
Killed by Death|Mot'rhead|Eb Standard|Eb Standard|Eb Standard
Ace of Spades|Mot'rhead|Eb Standard|Eb Standard|Eb Standard
Out Of My Mind|Philip Sayce|Eb Standard|Eb Standard|Eb Standard
Every Rose Has Its Thorn|Poison|Eb Standard|Eb Standard|Eb Standard
Nothin' but a Good Time|Poison|Eb Standard|Eb Standard|Eb Standard
Talk Dirty To Me|Poison|Eb Standard|Eb Standard|Eb Drop Db
Bulls On Parade|Rage Against The Machine|Eb Standard|Eb Standard|Eb Standard
Round and Round|Ratt|Eb Standard|Eb Standard|Eb Standard
Give It All|Rise Against|Eb Standard|Eb Standard|Eb Standard
Paper Wings|Rise Against|Eb Standard|Eb Standard|Eb Standard
Help Is On The Way|Rise Against|Eb Standard|Eb Standard|Eb Standard
Savior|Rise Against|Eb Standard|Eb Standard|Eb Standard
Ready To Fall|Rise Against|Eb Standard|Eb Standard|Eb Standard
Re-Education (Through Labor)|Rise Against|Eb Standard|Eb Standard|Eb Standard
Prayer of The Refugee|Rise Against|Eb Standard|Eb Standard|Eb Standard
Audience Of One|Rise Against|Eb Standard|Eb Standard|Eb Standard
Make It Stop (September's Children)|Rise Against|Eb Standard|Eb Standard|Eb Standard
Satellite|Rise Against|Eb Standard|Eb Standard|Eb Standard
Swing Life Away|Rise Against|Eb Standard|Eb Standard|Eb Standard
The Good Left Undone|Rise Against|Eb Standard|Eb Standard|Eb Standard
PARADOX taiso|RIZE|Eb Standard|Eb Standard|Eb Standard
Broken|Seether featuring Amy Lee|Eb Standard|Eb Standard|Eb Standard
You're A Lie|Slash featuring Myles Kennedy And The Conspirators|Eb Standard|Eb Standard|Eb Standard
Anastasia|Slash featuring Myles Kennedy And The Conspirators|Eb Standard|Eb Standard|Eb Standard
Raining Blood|Slayer|Eb Standard|Eb Standard|Eb Standard
